,미디어타입,제목,장소명,장소설명,영업시간,브레이크타임,휴무일,주소,위도,경도,전화번호,최종작성일,img
3214,drama,비밀의 숲 2,메디테리움,10화에서 이 건물은 '서치코리아'로 나온다.,매일 09시 30분 - 17시 30분,정보없음,연중무휴,경기도 파주시 회동길 338,37.715613,126.69195,070-4201-6424,2022-11-25,https://th.bing.com/th/id/OIP.fhncwgiNUGFhDRDDrKI7-wHaEU?w=277&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3215,drama,비밀의 숲 2,그랜드 워커힐 서울,극 중 델비노 레스토랑으로 나온다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,서울특별시 광진구 워커힐로 177,37.555208,127.111341,02-455-5000,2022-11-25,
3216,drama,비트윈,사이더스HQ타워,스터디를 하러 가는 모습. 김윤이(성유빈)가 이 건물을 지나간다.,평일 09시 - 18시,정보없음,주말,서울특별시 강남구 선릉로 629,37.512832,127.04252,02-6005-6005,2022-11-25,https://th.bing.com/th/id/OIP.lXog7_DDrplaRKeQLpfVvQHaLH?w=127&h=190&c=7&r=0&o=5&dpr=1.3&pid=1.7
3217,drama,비트윈,노량진역,김윤이(성유빈)가 홍청(홍수주)의 대본을 손에 쥔 채 이 역 2번 출구로 나선다.,매일 05시 - (익일) 01시,정보없음,연중무휴,서울특별시 동작구 노량진로 151 철도 초소,37.514096,126.94187,1544-7788,2022-11-25,https://th.bing.com/th/id/OIP.d3ELNRWF4ovAwEt6QqfN7gHaEK?w=297&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3218,drama,비트윈,대충유원지,김윤이(성유빈)가 이 카페에서 아르바이트를 하고 있다.,"평일 12시 - 20시 30분, 주말 12시 - 22시",정보없음,연중무휴,서울특별시 마포구 월드컵북로6길 37,37.558708,126.92037,070-4799-5640,2022-11-25,https://th.bing.com/th/id/OIP.fNWjDlPFLUWSwM08k7IZngHaHa?w=163&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3219,drama,비트윈,반포대교,형 환이(성유빈)와 싸운 후 이 다리를 건너는 김윤이(성유빈),매일 00시 - 24시,정보없음,연중무휴,서울특별시 서초구 반포동 반포대교,37.512187,126.9976,02-2155-6114,2022-11-25,https://th.bing.com/th/id/OIP.XOTjDTkr2KgiZslBd8sJ_wHaHa?w=159&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3220,drama,비트윈,동작대교,극중 1회 오프닝 장면에서 나오는 장소이다,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 이촌동 동작대교,37.51041,126.981893,02-2199-8580,2022-11-25,https://th.bing.com/th/id/OIP.R4_auRVPrXNIsYMUIl6qRQHaE8?w=244&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3221,drama,비트윈,가야랑빌딩,김윤이(성유빈)는 집으로 가는 길에 이 벽돌 건물을 지나며 홍청(홍수주)이 동생 환이의 대본에 대해 했던 말을 생각한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 회나무로 66,37.540098,126.99385,정보없음,2022-11-25,https://th.bing.com/th/id/OIP.N1FQPoF8XlSm_mc3bPLQygHaEw?w=249&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3222,drama,비트윈,조계사앞사거리,"마지막 장면에서 김윤이와 그의 동생 환이(둘 다 성유빈)가 이 교차로를 건너고, 윤이가 멈춘다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 견지동,37.572008,126.98301,02-2148-1114,2022-11-25,https://th.bing.com/th/id/OIP.bd19duzlLWC8CA24Q-aFiQHaFS?w=284&h=203&c=7&r=0&o=5&dpr=1.3&pid=1.7
3223,drama,비트윈,베리키친,동생 김윤이(성유빈)는 버스를 타고 지나가다가 둘의 키스를 목격한다.,월-토 17시 30분 - 23시,정보없음,일요일,서울특별시 중구 만리재로 205,37.555775,126.968,0507-1356-0243,2022-11-25,https://th.bing.com/th/id/OIP.00f84wcfM_PjKnJGoZ8cVAHaF7?w=240&h=192&c=7&r=0&o=5&dpr=1.3&pid=1.7
3224,drama,비트윈,덕수궁 돌담길,김윤이(성유빈)와 홍청(홍수주)이 식사 후 이 산책로를 산책한다,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 세종대로 99,37.565924,126.97501,02-751-0734,2022-11-25,
3225,drama,빅,이태원랜드,8회에서 길충식(백성현)이 집에서 이 사우나로 도망친다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 우사단로14길 34,37.534093,126.99727,02-2199-6114,2022-11-25,https://th.bing.com/th/id/OIP.zEI1dLzVdaKhzZvuaGC4mgAAAA?w=115&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3226,drama,빅,영락교회,(이민정)과 서윤재(공유)는 1회 결혼식에서 처음 만난다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 수표로 33,37.563982,126.98894,02-2280-0114,2022-11-25,https://th.bing.com/th/id/OIP.A3q9cpJfFlSLF-hHFBdwvwHaE6?w=278&h=184&c=7&r=0&o=5&dpr=1.3&pid=1.7
3227,drama,빅마우스,예천 스타디움,주인공 박창호(이종석)이 고등학교 장대 높이뛰기 선수로 활약하는 장면,매일 00시 - 24시,정보없음,연중무휴,경상북도 예천군 예천읍 충효로 395,36.6581916,128.46413,054-654-3801,2022-11-18,
3228,drama,빅마우스,한국의 집,검사 최중탁(장혁진 분)이 2회에 이곳 청우정에서 공지훈(양경원 분)을 만나 '천재 사기꾼' 빅마우스 포획에 대해 논의한다.,화-일 11시 30분 - 22시,15시 30분 - 17시,월요일,서울특별시 중구 퇴계로36길 10,37.560304,126.99471,02-2266-9101,2022-11-25,https://th.bing.com/th/id/OIP.7d09KaH0C4q4dzCw-MziPAAAAA?w=186&h=186&c=7&r=0&o=5&dpr=1.3&pid=1.7
3229,drama,빅마우스,세종특별자치시청,주인공들의 사건을 찾아 배회하던 곳,평일 09시 - 18시,정보없음,주말,세종특별자치시 한누리대로 2130,36.479931,127.289047,044-120,2022-11-18,https://th.bing.com/th/id/OIP.GOH1W5Z3GzZepLMvv2CBwQHaE8?w=240&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3230,drama,빅마우스,순천만 국가정원,주인공들의 과거씬에 나온 장소,매일 08시30분 - 19시 (시기별 상이),정보없음,연중무휴,전라남도 순천시 국가정원1호길 47,34.929045,127.498897,1577-2013,2022-11-18,https://th.bing.com/th/id/OIP.4h7POe0nO7u0d3BD7CzSYgHaE7?w=297&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
3231,drama,빅마우스,전남 장흥교도소 세트장,주인공 박창호(이종석)가 사건의로를 받고 찾아간 구천교도소,매일 00시 - 24시,정보없음,연중무휴,전라남도 장흥군 용산면 장흥대로 2667,34.6284613,126.899453,061-860-9114,2022-11-18,https://th.bing.com/th/id/OIP.Y3KVkiKMZfkpIAQNhMeaPAHaE7?w=266&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3232,drama,빅마우스,익산 교도소 세트장,주인공 박창호(이종석)이 지내던 주 교도소 장소,화-일 09시 - 18시 (시기별 상이),정보없음,"월요일, 촬영일",전라북도 익산시 성당면 함낭로 207,36.069334,126.93158,063-859-3836,2022-11-18,https://th.bing.com/th/id/OIP.LII3MzCGv5vMjdSzoVNsmgHaE8?w=297&h=198&c=7&r=0&o=5&dpr=1.3&pid=1.7
3233,drama,빅이슈,국립교통재활병원,빅이슈(빅이슈)에서 한석주(주진모)의 딸 세은(서이수)이 수호되는 곳입니다.,평일 09시 - 16시 30분,12시 - 12시 30분,주말,경기도 양평군 양평읍 중앙로 260,37.4897334,127.518454,031-580-5555,2022-11-25,https://th.bing.com/th/id/OIP.tolFUpXd0ZVSR3Q5yaCd_gHaFi?w=238&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3234,drama,빈센조,강촌레일파크,10화에서 바벨제약 피해자 가족의 차가 이 터널('양동지하차도'라고 함)에서 쫓기는 모습이 포착됐다. 또 이곳에서 빈센조 카사노(송중기 분) 자신도 네 사람의 목숨을 앗아간 같은 히트남녀와 마주하게 된다.,"매일 09시 - 17시 하절기, 매일 09시 - 15시 30분 동절기",정보없음,연중무휴,강원도 춘천시 남산면 서백길 57,37.8428025,127.550584,033-245-1002,2022-11-25,
3235,drama,빈센조,아난티 클럽 서울,12회에서 장준우/장한석의 아버지의 별장입니다.,매일 00시 - 24시,정보없음,연중무휴,경기도 가평군 설악면 유명로 961-34,37.619609,127.48216,031-589-3000,2022-11-25,https://th.bing.com/th/id/OIP.7utD95bnE8kplGEFz8wl_AHaE2?w=252&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3236,drama,빈센조,미디빈티지,빈첸조 카사노/박주형(송중기)과 홍차영(전여빈)은 이 카페에서 우상(양승원)의 변호사를 만난다.,목-화 11시 - 21시,정보없음,수요일,경기도 고양시 일산동구 성현로135번길 10,37.712352,126.79751,정보없음,2022-11-25,https://th.bing.com/th/id/OIP.2Im5SEgKKGBm2jEYb2vOowHaE8?w=297&h=198&c=7&r=0&o=5&dpr=1.3&pid=1.7
3237,drama,빈센조,백현동카페거리,16회에서 박주형(송중기)은 길을 가다가 이 가게 바로 밖에 있는 붕어빵 노점으로 향한다.,매일 00시 - 24시,정보없음,연중무휴,경기도 성남시 분당구 백현동 567-1,37.385271,127.11082,1577-3100,2022-11-25,
3238,drama,빈센조,두리랜드,8회에서 황민성(김성철)과 빈첸조 카사노/박주형(송중기)은 이 놀이동산(이하 '무무랜드')에서 하루를 보낸다.,"화-금 10시 30분 - 18시, 주말 10시 - 18시",정보없음,월요일,경기도 양주시 장흥면 권율로 120,37.724732,126.950441,031-855-8515,2022-11-25,
3239,drama,빈센조,현대블룸비스타,17화에서 상천구 초고층 개인을 위한 바벨탑 이벤트가 열리는 곳,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,경기도 양평군 강하면 강남로 316,37.500227,127.42157,031-770-8888,2022-11-25,
3240,drama,빈센조,마임비전빌리지,빈센조 카사노/박주형(송중기)은 어머니를 살해한 범인의 뒤를 바짝 쫓으며 이곳으로 향하는 돌담길을 질주한다.,비공개 (별도 문의),정보없음,연중무휴,경기도 여주시 능서면 용은리 443,37.2925249,127.539781,031-884-1717,2022-11-25,https://th.bing.com/th/id/OIP.MchXYFsCSiiH3sYEF6bEjAHaFj?w=216&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3241,drama,빈센조,일미리금계찜닭 파주운정점,"9회에서 빈센조 카사노/박주형(송중기), 남주성(윤병희)의 만남. 바벨제약 피해자 가족들이 식사를 하고 있다.",매일 11시 - 23시,정보없음,연중무휴,경기도 파주시 가온로 104,37.72057,126.74416,031-941-6207,2022-11-25,https://th.bing.com/th/id/OIP.BgGgfJ_xBvMTdLXXZFdXxwHaD4?w=314&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3242,drama,빈센조,벽초지수목원,"빈센조 카사노/박주형(송중기), 홍차영(전여빈), 빈센조의 어머니 오경자(윤복인)는 16회에서 함께 사진을 찍고 잠시 차영이 엄마와 아들이 함께 시간을 보낼 수 있도록 자신을 변명한 후 이 정원을 산책한다.",매일 09시 - 17시 30분,정보없음,연중무휴,경기도 파주시 광탄면 부흥로 242,37.800977,126.873712,0507-1421-2022,2022-11-25,https://th.bing.com/th/id/OIP.TkF9UTZWgZPdAawsd6xWUgHaE8?w=296&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
3243,drama,빈센조,무정집,조영운(최영준)은 비밀금고에서 배신 행위를 한 뒤 빈센조/박주형(송중기)과 나눈 대화를 떠올리며 13회에서 이곳에서 혼자 술을 마신다. 14회에서 본 플래시백에서는 정인국(고상호 분) 검사가 조씨가 홍채인식 장치를 잘못한 것에 대해 질책하기 위해 이곳으로 찾아온다.,매일 13시 - 23시,정보없음,일요일,경기도 파주시 원앙길 75,37.76635,126.778,정보없음,2022-11-25,https://th.bing.com/th/id/OIP.gZ32dNoPHZfXw8IkdcDSVQHaFj?w=198&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3244,drama,빈센조,카페제이콥/야곱,7회에서 박주형(송중기)은 이 카페에서 바벨 그룹의 나덕진(나철)을 만나 금가 플라자에 대한 소식을 받는다.,"월-화,목-토 11시 - 22시, 수 11시 - 19시",정보없음,일요일,경기도 파주시 탄현면 새오리로 10,37.787074,126.69015,031-939-1194,2022-11-25,https://th.bing.com/th/id/OIP._N-_FHWmHCfF_x1HCTm9AQHaHW?w=189&h=188&c=7&r=0&o=5&dpr=1.3&pid=1.7
3245,drama,빈센조,용궁칼국수,"14회에서 빈첸조 카사노/박주형(송중기), 홍차영(전여빈)이 이 식당에서 검사 정인국(고상호)과 점심을 먹는다.","월-화,목-일 11시 - 21시 30분",정보없음,수요일,경기도 파주시 탄현면 새오리로 59-52,37.7901865,126.6838333,0507-1445-8805,2022-11-25,https://th.bing.com/th/id/OIP.cW_zIT2EJQ6OacgueeUa1QHaE8?w=262&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3246,drama,빈센조,카메라타아트스페이스,18회에서 장준우/장한석(2PM 옥택연)의 급한 조립 메시지를 받은 바벨탑 주주들,"월-수,금 11시 - 21시, 주말 11시 - 22시",정보없음,목요일,경기도 파주시 탄현면 헤이리마을길 83,37.790019,126.69965,031-957-3369,2022-11-25,
3247,drama,빈센조,김천 한국보건대 (폐교),형(송중기)은 부패한 형사들을 이 버려진 건물에서 인질로 잡고 그의 요구를 따르지 않으면 가장자리에서 밀어내겠다고 위협한다.,매일 00시 - 24시,정보없음,연중무휴,경상북도 김천시 어모면 옥율1길 94,36.174427,128.10956,054-420-6114,2022-11-25,https://th.bing.com/th/id/OIP.qVvzfBm8Xp_IX1nsFSXYywHaE8?w=227&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3248,drama,빈센조,대구오페라하우스,8화에서 바벨그룹과 신광은행의 협약식이 열리는 곳,매일 00시 - 24시 (공연별 상이),정보없음,연중무휴,대구광역시 북구 호암로 15,35.88348,128.59216,053-666-6000,2022-11-25,https://th.bing.com/th/id/OIP.YTxuJgYTJQIluRSHVfFOLQHaE4?w=262&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3249,drama,빈센조,구구당,"5회에서는 홍차영(전여빈), 장준우(2PM 옥택연), 빈센조 카사노/박주형(송중기)이 짬뽕을 먹으러 왔다.",매일 11시 30분 - 22시,정보없음,연중무휴,서울특별시 강남구 강남대로102길 35,37.503266,127.02788,0507-1362-1979,2022-11-25,https://th.bing.com/th/id/OIP.7MMUKaFukrNEL7ZBrf9GIgHaHa?w=173&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3250,drama,빈센조,쉐이크쉑 청담점,9회에서 남동부 검사들과의 만남이 진행되는 동안 장준우(2PM 옥택연)가 이곳에서 햄버거를 먹으면서 몰래 귀를 기울인다.,매일 10시 30분 - 22시 30분,정보없음,연중무휴,서울특별시 강남구 도산대로 327,37.5230834,127.0376045,02-510-5217,2022-11-25,https://th.bing.com/th/id/OIP.nTsLTk2qoUsylwRrGUOnMAAAAA?w=183&h=183&c=7&r=0&o=5&dpr=1.3&pid=1.7
3251,drama,빈센조,비앤테일러,"7회에서 박주형(송중기), 홍차영(전여빈)이 양복을 사러 이 양복점에 온다. 차영이가 바벨화학을 상대로 한 심리에서 차영을 도운 후 재단사를 만들었다.","평일 10시 30분 - 20시, 토,공휴일 10시 30분 - 17시 30분 ",정보없음,"일요일,명절당일,크리스마스",서울특별시 강남구 도산대로81길 31,37.52635,127.047,02-763-9997,2022-11-25,
3252,drama,빈센조,삼성리,6화에서 홍차영(전여빈)과 빈센조 카사노/박주형(송중기)이 이 술집에서 술을 마신다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강남구 봉은사로86길 28,37.511571,127.05676,0507-1489-0266,2022-11-25,https://th.bing.com/th/id/OIP.g4DiFd3uRm2eQV8LjsOdgAHaE8?w=298&h=199&c=7&r=0&o=5&dpr=1.3&pid=1.7
3253,drama,빈센조,파크하얏트 서울,1회에서 장준우/장한석(2PM 옥택연)과 최명희(김여진)가 이 호텔 바에서 술자리를 가졌다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,서울특별시 강남구 테헤란로 606,37.508534,127.06415,0507-1442-1234,2022-11-25,https://th.bing.com/th/id/OIP.GHkfEXVi5nvV5K5t5eF3agHaKs?w=122&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3254,drama,빈센조,커먼 그라운드,5화에서 홍차영(전여빈)과 빈첸조 카사노/박주형(송중기)이 뜨거운 논쟁을 통해 바벨화학에 대한 차기 행보에 대해 논의한다.,매일 11시 - 22시,정보없음,연중무휴,서울특별시 광진구 아차산로 200,37.541164,127.06608,02-467-2747,2022-11-25,
3255,drama,빈센조,회기로28길,18회에서 조영운(최영준)은 깡패들에게 쫓기면서 이 지하도와 골목길을 미친 듯이 달리고 있다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 동대문구 회기로28길,37.588936,127.05699,02-959-8318,2022-11-25,https://th.bing.com/th/id/OIP.uAMP6T9g2R2_TdtZmjI2WAHaDt?w=318&h=175&c=7&r=0&o=5&dpr=1.3&pid=1.7
3256,drama,빈센조,어른이대공원 합정점,4회에서 홍차영(전여빈)이 빈센조 카사노/박주형(송중기)을 만나 Babel Group과 Wusang Law Firm을 무너뜨리기 위해 함께 일하자고 설득한다.,매일 15시 - (익일) 04시,정보없음,연중무휴,서울특별시 마포구 양화로6길 100,37.54822,126.9196,02-333-3338,2022-11-25,https://th.bing.com/th/id/OIP.sCopNBeGvlY8oYaU14WJvQHaEo?w=316&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
3257,drama,빈센조,콜린,"15회에서 가방 쇼핑을 한 후, 홍차영(전여빈) 이 카페에서 한잔하면서 가방을 어머니에게 직접 선물해야 한다고 말한다.","일-목 10시 30분 - 23시, 금-토 10시 30분 - 24시",정보없음,연중무휴,서울특별시 마포구 어울마당로 45,37.549176,126.9204,0507-1335-1119,2022-11-25,https://th.bing.com/th/id/OIP.hzioKQTzYp76eQ-vFmUcjgHaEL?w=330&h=186&c=7&r=0&o=5&dpr=1.3&pid=1.7
3258,drama,빈센조,서강8경,빈센조 카사노/박주형(송중기 분)과 검찰관 정인국(고상호 분)의 마지막 만남에서 이 식당 발코니는 물론 건물 외관이 보인다.,매일 12시 - 24시,"15시 - 17시 30분, 19시 30분 - 20시",연중무휴,서울특별시 마포구 토정로 128 8층,37.544923,126.92535,02-334-1919,2022-11-25,https://th.bing.com/th/id/OIP.cl4SR39IXZmOkrVYBWEUuQHaFj?w=226&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3259,drama,빈센조,서대문형무소역사관,앞서 교도소 내 살인사건에 연루됐던 강호철은 16회에서 이 건물에서 풀려나 최명희(김여진 분)에게 픽업된다. 19화에서는 장한석(옥택연)이 이곳에서 나온다.,"11-2월 화-일 09시 30분 - 17시, 3-10월 화-일 09시 30분 - 18시",정보없음,월요일,서울특별시 서대문구 통일로 251,37.574692,126.95649,02-360-8590,2022-11-25,
3260,drama,빈센조,느린마을양조장 강남점,"18, 19회에서 박주형(송중기)과 장한서(곽동연)가 '쌀의 힘'으로 만난다.","월-토 17시 - 24시, 일 16시 - 23시",정보없음,연중무휴,서울특별시 서초구 서초대로73길 7 우송빌딩 지하1층,37.498122,127.02527,02-587-7720,2022-11-25,https://th.bing.com/th/id/OIP.-8Lzk5sMyJqBuE6tQ4YxAQAAAA?w=121&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3261,drama,빈센조,신세계센트럴시티,11회에서 이 건물에서 정보를 교환했습니다.,매일 10시 30분 - 20시 30분,정보없음,연중무휴,서울특별시 서초구 신반포로 176,37.5043439,127.003599,02-6282-0114,2022-11-25,
3262,drama,빈센조,카페 할아버지공장,4화에서 빈센조가 이탈리아에서 아메리카노는 구정물이나 다름없습니다라고 홍차영에게 말하는 장면,매일 11시 - 22시,정보없음,연중무휴,서울특별시 성동구 성수이로7가길 9,37.5411105,127.054858,0507-1317-2301,2022-11-18,https://th.bing.com/th/id/OIP.jFyWiTN_kA09UgYFe_AocwHaJ4?w=154&h=206&c=7&r=0&o=5&dpr=1.3&pid=1.7
3263,drama,빈센조,언더스탠드 에비뉴,3회에서는 실종된 바벨약품 연구원의 연락처를 찾지 못한 홍차영(전여빈)과 장준우(2PM 옥택연)가 아이스크림을 먹으러 찾아온다.,"매일 10시 - 22시 카페 서울숲, 매일 10시 - 19시 엄마 손만두 소풍, 매일 11시 - 20시 쓰담슈즈",정보없음,연중무휴,서울특별시 성동구 왕십리로 63,37.543534,127.043785,02-725-5526,2022-11-25,
3264,drama,빈센조,IFC서울,"13화에서 보듯 장한석(옥택연)이 바벨그룹 회장 취임식에 참석하기 위해 도착하는 '바벨그룹' 본사로 보인다. 준우의 사무실은 이 단지의 투 IFC 빌딩에 있는데, 예를 들어 에피소드 15에서 볼 수 있다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 국제금융로 10,37.525023,126.92565,02-2670-3114,2022-11-25,https://th.bing.com/th/id/OIP.KVIE-YP1PQk9mQYKRc3uCgHaE8?w=300&h=200&c=7&r=0&o=5&dpr=1.3&pid=1.7
3265,drama,빈센조,콘래드 서울 호텔,17회에서 박주형(송중기)은 이 방에서 장준우/장한석(2PM 옥택연)에게 전화를 걸어 이렇게 말한다. '체스 게임'이 시작되었습니다. 이후 그와 홍차영(전여빈)은 이 방에서 원격으로 상황이 전개되는 것을 지켜본다.,"매일 입실 16시, 퇴실 11시",정보없음,연중무휴,서울특별시 영등포구 국제금융로 10 서울 국제금융 센터,37.525497,126.92681,02-6137-7000,2022-11-25,https://th.bing.com/th/id/OIP.iJ4o2B3jmsTK9O-EPx3f4gHaEl?w=298&h=184&c=7&r=0&o=5&dpr=1.3&pid=1.7
3266,drama,빈센조,서울시티클럽,빈센조 카사노/박주형(송중기)은 18회에서 한승혁(조한철)과 만나 거래를 제안한다.,매일 06시 - 22시 30분,정보없음,"1, 3번째 일요일",서울특별시 영등포구 여의공원로 101 C.C.M.M빌딩,37.529282,126.92486,02-781-9611,2022-11-25,https://th.bing.com/th/id/OIP.djqzUvoBcVmLPswtKopSaAHaE9?w=264&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3267,drama,빈센조,여의도 금호 리첸시아,바벨 화학 희생자의 사무실이 이곳에 있다. 5회에서 홍차영(전여빈)과 빈센조 카사노/박주형(송중기)가 이곳에서 그들을 만난다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의동로 213,37.51852,126.9397,정보없음,2022-11-25,https://th.bing.com/th/id/OIP.vH8D4bff7NL-YZN91hrT7gHaFj?w=208&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3268,drama,빈센조,노들섬,13회에서 한승혁(조한철)이 이 장소에서 장한서(곽동연)와 만난다.,화-일 09시 - 21시 30분 (야외공간 24시 개방),정보없음,"월요일, 명절(당일), 1월1일",서울특별시 용산구 양녕로 445,37.5181029,126.957064,02-749-4500,2022-11-25,
3269,drama,빈센조,동작대교,최종회 20회에서 장한석(옥택연)이 이 다리에서 최명희(김여진)에게 말을 건넨다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 이촌동 동작대교,37.51041,126.981893,02-2199-8580,2022-11-25,https://th.bing.com/th/id/OIP.R4_auRVPrXNIsYMUIl6qRQHaE8?w=244&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3270,drama,빈센조,명보빌딩,12회에서 Vincenzo Cassano/박주형(송중기)이 클래식 음악을 들으며 이 장소에서 휴식을 취하고 있습니다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 이태원로 251 스트라디움빌딩,37.537287,127.00047,02-2199-6114,2022-11-25,https://th.bing.com/th/id/OIP.F7ExjtyUX4zKitlu3ulFPgHaJ4?w=147&h=196&c=7&r=0&o=5&dpr=1.3&pid=1.7
3271,drama,빈센조,쌍대포소금구이 본점,2회에서 빈센조(송중기)는 조영은(최영준)과 중국인 투자자에게 이 빌딩의 시크릿룸에 대해 하는 사람은 특별 대우를 받는다는 사실을 말해주면서 싸움이 납니다.,"일-목 09시 - 22시 50분, 금-토 09시 - 23시 50분",정보없음,연중무휴,서울특별시 용산구 청파로 291,37.545541,126.97006,0507-1474-1637,2022-11-25,https://th.bing.com/th/id/OIP.AVIz7S0pA7ryhT55oQj47QHaE7?w=296&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
3272,drama,빈센조,서울드래곤시티,"장준우(김여진 분)가 동료이자 상급 검찰총장 황진태(서진원 분), 서웅호(황태광 분)와 함께 저녁을 먹었던 장소로 보인다. 8회에서는 장한서(곽동연 분)와 신광은행장 황민성(김성철 분)의 만남이 이곳에서 펼쳐진다.",내부시설별 상이,정보없음,연중무휴,서울특별시 용산구 청파로20길 95,37.531844,126.96306,02-2223-7000,2022-11-25,
3273,drama,빈센조,부암동 7번지,바벨그룹과의 계약을 파기한 길종문(홍서준) 박사는 9화에서 검찰 보호 요청의 일환으로 이 집으로 옮겨진다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 북악산로 147,37.598022,126.97348,0507-1343-9511,2022-11-25,https://th.bing.com/th/id/OIP.eHr3YlP5YmfbLu_ShO1mfgHaGV?w=187&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3274,drama,빈센조,포시즌스호텔,8화에서 황민성(김성철)과 빈센조 카사노/박주형(송중기)이 이 술집에서 만나 술을 마신다.,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 종로구 새문안로 97,37.57065,126.9754,02-6388-5000,2022-11-25,https://th.bing.com/th/id/OIP.-MqeO3y9wt_SpDyoylt-kgHaEK?w=278&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3275,drama,빈센조,청계천,20회 마지막회 김영호(강채민)가 친구들과 수다를 떨고 있는 모습이 그려졌다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 서린동 148,37.569205,126.97791,02-2290-6114,2022-11-25,https://th.bing.com/th/id/OIP.wie7kiKY8YbBbBRkaRHBIAHaE7?w=301&h=201&c=7&r=0&o=5&dpr=1.3&pid=1.7
3276,drama,빈센조,우정국로2길,10화에서 강철 눈의 빈센조 까사노/박주형(송중기)이 자신의 '목표물'을 찾아 이 거리를 걷는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 우정국로2길,37.569547,126.98445,02-2148-1114,2022-11-25,https://th.bing.com/th/id/OIP.4VxTaxDY8A9kiWbSGyGbKgHaHa?w=163&h=180&c=7&r=0&o=5&dpr=1.3&pid=1.7
3277,drama,빈센조,석파랑,18화에서 장준우/장한석(옥택연)의 집이 침입자의 공격을 받고 그가 돌계단을 뛰어내려가는 모습의 외관으로 보인다.,매일 12시 - 22시,정보없음,연중무휴,서울특별시 종로구 자하문로 309,37.59932,126.95872,02-395-2500,2022-11-25,
3278,drama,빈센조,장안빌딩,10화에서 빈센조 카사노/박주형(송중기)은 이 건물 옥상에서 두 부패한 경찰에 대한 수색을 끝내고 그들과 싸운다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 종로 65,37.570472,126.98468,02-2148-1114,2022-11-25,https://th.bing.com/th/id/OIP.M-jsEq49tG00klz2-Hi-GAHaFT?w=275&h=197&c=7&r=0&o=5&dpr=1.3&pid=1.7
3279,drama,빈센조,JW메리어트 동대문스퀘어서울,19회에서 검사 정인국(고상호)이 진급을 축하하고 박주형(송중기)의 깜짝 방문을 받는 식당,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 종로구 청계천로 279,37.5703776,127.008887,02-2276-3000,2022-11-25,
