,제목,장소명,장소설명,주소
4713,여우각시별,율곡로3길,이 거리는 22회에서 수연(이제훈)의 집으로 돌아가는 길이다.,서울특별시 종로구 율곡로3길
4714,여우각시별,갤러리연우,7회 플래시백에서 사고 후 휠체어에 쇠사슬로 묶인 어린 이수연(남다름)은 이 갤러리 옆 계단에서 몸을 던지고 싶어한다.,서울특별시 종로구 평창7길 32
4715,여우각시별,르풀,"1회에서는 한여름(채수빈)은 출근길 비를 피해 이 식당 입구로 피신하고, 그곳에는 이미 이수연(이제훈)이 서 있다. 그녀는 그녀의 부적 목걸이(나침반)가 그의 팔에 닿을 때까지 그에게 빗방울을 쏟고 변명하며 ""그는 그냥 거기에 서 있습니다"". 그녀가 그것을 가져 가려고 할 때, 그가 우산을 열고 떠날 때까지 그에게 달라 붙습니다. ",서울특별시 중구 정동길 33
4716,여우각시별,청라호수공원,이수연(이제훈)이 공항 동료들로부터 전화를 받고 한여름(채수빈)이 다치는 곳이다.,인천광역시 서구 청라커낼로 135
4717,여우각시별,인천국제공항,이수연(이제훈)과 한여름(채수빈)은 이곳 인천공항서비스팀에서 근무한다.,인천광역시 중구 공항로 272
4718,여우각시별,씨사이드파크,"24회에서 이수연(이제훈), 한여름(채수빈), 오대기(김경남)와 나영주(이수경)가 이 곳에서 레일바이크를 탑니다.",인천광역시 중구 하늘달빛로2번길 6
4719,여우야 뭐하니,오이도빨강등대,2회에서 고병희(고현정)가 오고 등대 앞에서 석양을 바라본다.,경기도 시흥시 오이도로 175
4720,여인의 향기,롯데호텔 제주,15화에 이연재(김선아)의 엄마 김순정(김혜옥)이 김사부(정동환)와의 데이트에 이곳에서 꽃을 받는다.,제주특별자치도 서귀포시 중문관광로72번길 35
4721,여인의 향기,신창풍차해안 등대,"15회에서 이연재(김선아), 어머니 김순정(김혜옥), 강지욱(이동욱)이 제주여행 가족사진을 찍었다.",제주특별자치도 제주시 한경면 신창리 1481-14
4722,여인천하,경복궁,"드라마에서 이곳 대부분 장소가 왕과 왕비의 거처이자 후궁인 향원정과 추향교를 겸하고 있다.함화당, 비현각, 경회루 등이 있다.",서울특별시 종로구 사직로 161
4723,역도요정 김복주,헌화로드라이브코스,김복주(이성경)와 정준형(남주혁)은  9회에서 해변으로 가는 길에 이 길을 운전한다.,강원도 강릉시 강동면 심곡리 헌화로
4724,역도요정 김복주,세븐일레븐 백석역점,6회에서 정준형(남주혁)이 편의점 앞에 앉았다.,경기도 고양시 일산동구 일산로 46 시티프라자 124호
4725,역도요정 김복주,고양종합운동장,1회에서 이성경과 정준형(남주혁)이 이 단지 '올림피아 수영경기장'으로 등장에서 대결을 펼친다.,경기도 고양시 일산서구 중앙로 1601
4726,역도요정 김복주,용인대학교,이 대학의 일부는 '한얼체육대'로 등장.,경기도 용인시 처인구 삼가동 470 2층
4727,역도요정 김복주,이월드,12회에서 정준형(남주혁)은 김복주(이성경)와 '데이트'를 위해 이곳을 방문할 계획을 세웠다.,대구광역시 달서구 두류공원로 200
4728,역도요정 김복주,서울과학기술대학교,마지막 16화 육상에서의 마지막 키스신이 위치하며 부분적으로 '한올체육대학교'로 표시됩니다. 김복주(이성경)와 정준형(남주혁)이 자주 만나는 호수도 이곳에 있다.,서울특별시 노원구 공릉로 232
4729,역도요정 김복주,태릉선수촌,15회부터 여기에서 훈련합니다. 그녀는 국가 대표팀에 합류한다. 16회에서는 정준형(남주혁)이 복주(이성경)를 태릉으로 돌려보내고 두 연인이 헤어지기 힘든 상황이 그려졌다.,서울특별시 노원구 화랑로 727
4730,역도요정 김복주,삼육대학교,이 대학의 입구는 '한얼체육대'로 나온다. 1화에서 정준형(남주혁)과 김복주(이성경)의 첫 만남이 시작되는 곳이기도 하다.,서울특별시 노원구 화랑로 815
4731,역도요정 김복주,망원한강공원,10회에서 정준형(남주혁)은 이 공원에서 동생 정재이(김재윤)를 만나 훈훈한 이야기를 나눈다.,서울특별시 마포구 마포나루길 467
4732,역도요정 김복주,성산대교,정준형(남주혁 분)은 3회에서 전 여자친구 송시호(경수진 분)와 이 다리 발치에서 만난다.,서울특별시 마포구 망원동 성산대교
4733,역도요정 김복주,더 키친 스페셜 원,3화에서 정준형(남주혁)이 김복주(이성경)와 여전히 복주를 자신이라고 생각하는 동생 정재이(이재윤)와 함께 이곳에서 저녁식사를 하자고 제안을 한다.,서울특별시 마포구 양화로 112
4734,역도요정 김복주,가든포에트,10화에서 김복주(이성경)는 짝사랑하는 정재이(이재윤)에게 사과를 받고 싶어 이곳에서 만나자고 한다. 그것은 그녀에게 완전히 고통스러운 순간이며 그녀는 가능한 한 빨리 떠난다.,서울특별시 마포구 와우산로14길 12
4735,역도요정 김복주,와우산로22길,11회에서 김복주(이성경)와 정준형(남주혁)이 그녀를 집으로 데려오려다 이 카페를 지나간다.,서울특별시 마포구 와우산로22길 34
4736,역도요정 김복주,응봉산 팔각정,11회에서 김복주(이성경)와 정준형(남주혁)이 아르바이트에 대해 고백을 하고 이곳을 찾는다. 여기에서 그는 그녀가 실제로 그의 첫사랑이라고 고백하고 그녀가 그를 좋아하는지 확인하기 위해 한 달 동안 데이트를 제안합니다.,서울특별시 성동구 독서당로60길 13-1
4737,역도요정 김복주,달밝은집,드라마에 '복치킨'으로 등장하는 식당으로. 김복주 가족이 운영하는 가게다.,서울특별시 성북구 정릉로6길 35
4738,역도요정 김복주,한국체육대학교,1회에서 이 대학의 일부가 하늘체육대학으로 등장한다. 이곳은 정준형(남주혁)이 훈련하는 곳으로 나온다.,서울특별시 송파구 양재대로 1239
4739,역도요정 김복주,원효대교,15회에서 김복주(이성경)가 미친 듯이 정준형(남주혁)을 찾다가 이곳으로 온다. 그녀는 그가 여기서 자살했을지도 모른다고 생각했습니다.,서울특별시 영등포구 여의도동 원효대교
4740,역도요정 김복주,서강껍데기 이촌점,김복주(이성경)는 2회에서 동료와 함께 이 식당에 온다.,서울특별시 용산구 이촌로 9
4741,역도요정 김복주,라부티크블루,3화의 역도요정 김복주(역도요정 김복주) 내 이 건물에 정재이(이재윤)가 운영하는 '제이비만클리닉'이 있다.,서울특별시 용산구 이태원로55길 45
4742,역도요정 김복주,쌍대포소금구이 본점,9회에서 김복주(이성경)와 정준형(남주혁)이 술 한잔을 합니다.,서울특별시 용산구 청파로 291
4743,역도요정 김복주,아이디어빌,드라마에서 고아영(유다인)이 사는 곳이다. 13회에서는 4년 동안 짝사랑했던 정재이(이재윤)가 자신의 집에 찾아와 데이트 제안을 한다. 가슴 아프다.,서울특별시 종로구 평창16길 29
4744,역도요정 김복주,서울시립미술관,역도요정 김복주(역도요정 김복주) 6회에서 정재이(이재윤)가 콘서트에서 김복주(이성경)를 집으로 데려다주다가 이 박물관 앞에 멈춘다.,서울특별시 중구 덕수궁길 61
4745,역도요정 김복주,파로그랜드,14회 정재이(이재윤)는 고아영(유다인)을 이 레스토랑으로 초대했다.,서울특별시 중구 을지로5길 26
4746,역도요정 김복주,명보사거리,"2회에서 복주(이성경)는 착한남자 정재이(이재윤)에게 반한다. 3화에서 두 사람은 여기서 다시 만나고, 복주는 그녀의 눈을 믿을 수 없다.",서울특별시 중구 초동 명보사거리
4747,역도요정 김복주,인하대학교,한얼체육대학교로 등장한다. 자주 등장하는 장소 중 하나는 정자가 있는 인경연못이다.,인천광역시 남구 인하로 100
4748,역도요정 김복주,인천국제공항,"인천국제공항은 2번의 중요한 장면에 등장한다. 15화에서 정준형(남주혁)이 어머니를 보낼 때, 16화에서 중국 대회에서 승리해 돌아온 김복주(이성경)를 데리러 올 때. 그녀는 그녀를 위해 거기에 있는 모든 기자들을 무시하고 준형에게 직접 달려갑니다. 인천공항에서 역대 최고로 환대합니다.",인천광역시 중구 공항로 272
4749,역도요정 김복주,카페잔피(구 히스토리 인천점),정준형(남주혁) 심리학자의 사무실로 등장한다.,인천광역시 중구 송학로 13-1
4750,역도요정 김복주,옥순봉,3회에서 김복주(이성경) 대학이 등반 경주를 벌이던 곳. 복주는 의사재이(이재윤)의 프로그램에 등록하기 위해 가장 먼저 산에 오른 사람의 상금을 타기 위해 열성적으로 시작했고 심지어 친구들을 버리고 떠났다. 불행히도 정준형(남주혁)은 그녀를 발견하고 그녀를 따라가서 그녀를 놀리다가 정상에 오르던 도중 복주를 결국 경주에서 지게 만들었습니다.,충청북도 제천시 수산면 옥순봉로 342
4751,연모,죽주산성,이곳은 왕세자 이휘(박은빈)의 비밀 장소이자 6화에서 자은/이현(남윤수)이 합류하는 곳이다.,경기도 안성시 죽산면 죽양대로 111-71
4752,연모,한국민속촌,"어린 정지운(고우림)은 1화에서 정리한 대로 나무다리 위에서 어린 담이(최명빈)를 기다리지만, 안타깝게도 그녀는 오지 않는다.",경기도 용인시 기흥구 민속촌로 90
4753,연모,용인 대장금 파크,이곳은 왕궁으로 등장한다. 1화에서 어린 정지운(고우림)이 아버지 정석조(배수빈)의 손에 이끌려 이곳으로 온다.,경기도 용인시 처인구 백암면 용천드라마길 25
4754,연모,이태사랑바위,두 주인공이 재회 후 처음 만난 기억이 담긴 장소,경상남도 거창군 위천면 황산리 40-1
4755,연모,거창 이태 사랑바위,3회에서 정지운(로운)과 이휘세자(박은빈)는 이 절벽에서 왕실 근위병들에게 궁지에 몰리다 탈출하기 위해 아래의 강으로 결국 뛰어내린다.,경상남도 거창군 위천면 황산리 산40-1
4756,연모,문경새재촬영장 (오픈세트장),"이 세트는 조선시대 궁궐과 도시의 일부로, 2화에서 등장한다.",경상북도 문경시 문경읍 새재로 1037
4757,연모,성주한개마을,"1,2회에서 어린 정지운(고우림)이 어린 담이(고우림)를 찾는 모습에서 볼 수 있듯이, 이곳은 궁녀들의 숙소로 보인다.",경상북도 성주군 월항면 한개2길 8-5
4758,연모,만휴정,"4회에서 이휘(박은빈) 세자에게 주어진 몇 가지 임무를 수행한 후, 왕세자의 강사 자리에 합당한 자임을 증명하기 위해 정지운(김석우/SF9 로운)은 이 정자 바로 앞에 흐르는 강물에 몸을 씻는다.",경상북도 안동시 길안면 묵계하리길 42
4759,연모,영주소수서원,2화에서 영정지운(고우림)은 이 곳 변두리에서 젊은 궁녀를 쫓던 아버지 정석조(배수빈)를 뒤쫓는다.,경상북도 영주시 순흥면 소백로 2740
4760,연모,영주선비촌,궁궐 안의 일부로 나타난다.,경상북도 영주시 순흥면 소백로 2796
4761,연모,광한루원,4회에서 왕세자 이휘(박은빈)와 수행원들이 왕궁의 일부로 보이는 이들 정원의 다리를 건너는 과정에서 새 경호원 김가온(최병찬)이'5보 뒤' 규칙을 지키지 않자 '그'는 좌절한다.,전라북도 남원시 요천로 1447
4762,연모,부안영상테마파크,2회에서 어린 담이(최명빈)가 이휘세자의 신분으로 왕실 의식에 참석할 때 배경으로 나온다.,전라북도 부안군 반석면 격포로 309-64
4763,연모,경기전,1화에서 영정(고우림)은 세탁한 옷을 되찾기 위해 왕궁 대나무길로 어린 담이(최명빈)를 쫓는다.,전라북도 전주시 완산구 태조로 44
4764,연모,전주향교,"이 위치의 일부는 왕궁의 일부이며, 1화에서 어린 정지운(고우림)이 기숙사 건물 서재 바로 앞에서 어린 담이(최명빈)를 쫓는 장면이 나온다.",전라북도 전주시 완산구 향교길 139
4765,연모,문헌서원,1화에서는 어린 왕세자 이휘(최명빈)가 자신과 꼭 닮은 젊은 궁녀 이휘/담이(최명빈)를 처음 만난다. 이후 5화에서는 담이가 황태자가 된 이휘(박은빈)와 어른 정지운(김석우)이 궁궐에서 가정교사로 일하는 모습이 그려졌다.,충청남도 서천군 기산면 서원로172번길 66
4766,연애 말고 결혼,에리아,이훈동(허정민)이 운영하는 가게이다.,경기도 성남시 분당구 판교역로18번길 12
4767,연애 말고 결혼,임피리얼팰리스 서울,1회에서 주장미(한그루)가 이 호텔 방에서 이훈동(허정민)에게 프러포즈를 준비한다. 공기태(연우진)는 훈동에게 속아 같은 시간에 이 호텔의 레스토랑/로비에서 소개팅을 하러 간다.,서울특별시 강남구 언주로 640
4768,연애 말고 결혼,서울중앙지방법원,1-2회에서 주장미(한그루)가 계속되는 괴롭힘 혐의에 대해 자신을 변호해야 하는 장면이다.,서울특별시 서초구 서초중앙로 157
4769,연애는 귀찮지만 외로운 건 싫어!,윤보선길,1화에서 이나은(김소은)이 서둘러 아파트를 떠난 후 이 골목을 걷는다.,서울특별시 종로구 윤보선길
4770,연애미수,상사마을 8-15,시원(양혜지)과 강파랑(손상연)이 살고 있다.,서울특별시 강서구 개화12길 8-15
4771,연애미수,춘천식당,4회에서 정채소(이서빈)는 식당 밖에서 희수(박지원)와 마주한다.,서울특별시 용산구 한강대로7길 30
4772,연애미수,경복궁,3화에서 등장인물들이 국립고궁박물관으로 당일 봉사활동을 하러 갔다.,서울특별시 종로구 사직로 161
4773,연애시대,수원월드컵경기장,이 장소의 수영장은 유은호(손예진)의 직장으로 나타납니다. 이곳에서 김미연(오윤아)은 이동진(감우성)을 처음 만나 사랑에 빠진다.,경기도 수원시 팔달구 월드컵로 310
4774,연애시대,이랜드크루즈,이동진(감우성)과 정유경(문정희)은 한강 유람선에서 결혼한다.,서울특별시 영등포구 여의동로 280
4775,연애시대,그랜드하얏트 서울,유은호(손예진)와 이동진(감우성)의 결혼식을 한다.,서울특별시 용산구 소월로 322
4776,연애의 발견,남이섬,연애의 발견에서 워크샵을 간 섬,강원도 춘천시 남산면 남이섬길 1
4777,연애의 발견,pino,15회에서 남하진(성준)이 한여름(정유미)과 이 식당에서 저녁 식사를 했다.,경기도 고양시 일산동구 애니골길 72
4778,연애의 발견,킨텍스,최종회에서 강태하(에릭)와 남하진(성준)이 이곳에서 비즈니스 미팅을 한다. 멀리서 바라보는 하진의 모습에 태하(아직도 커플링을 차고 있는)는 한여름(정유미)이 생각난다.,경기도 고양시 일산서구 킨텍스로 217-60
4779,연애의 발견,두물머리,"연애의 발견에서 정유미, 문정혁이 간 곳",경기도 양평군 양서면 두물머리길
4780,연애의 발견,플럼라인,이 곳은 강태하(에릭)의 인테리어 회사로 등장한다.,경기도 파주시 문발로 165
4781,연애의 발견,원과호펜션,연애의 발견에서 둘러본 예쁜 펜션,경기도 파주시 탄현면 헤이리마을길 48-99
4782,연애의 발견,연화도 출렁다리,"연애의 발견에서 정유미, 문정혁이 건넌 다리",경상남도 통영시 욕지면 연화리 산2
4783,연애의 발견,도산공원,15회에서 도준호(윤현민)와 윤솔(김슬기)은 아침 조깅을 위해 이 공원에서 만난다. 늦게까지 꾸짖는 윤솔은 자신을 좋아하는 세 가지 이유를 묻고 응수한다. 이 심문은 그가 변덕스럽게 그녀에게 키스하는 것으로 끝납니다. 비록 동의하지 않았지만.,서울특별시 강남구 도산대로45길 20 도산전시관
4784,연애의 발견,영동대로,15회에서 남하진(성준)은 이 버스 정류장에서 안아림(윤진이)을 공항으로 보낸다.,서울특별시 강남구 삼성동
4785,연애의 발견,상사마을 36,이곳은 한여름(정유미)의 집이다.,서울특별시 강서구 개화10길 36
4786,연애의 발견,평화의 공원,"연애의 발견에서 정유미, 성준이 데이트한 공원",서울특별시 마포구 상암동 월드컵로 243-60
4787,연애의 발견,와우산로,"5화에서 강태하(에릭)와 점심을 먹은 후 한여름(정유미), 남하진(성준)은 약간의 다툼 끝에 이 거리에서 헤어진다.",서울특별시 마포구 서교동 406
4788,연애의 발견,산장,"술에 취한 전 남자친구 강태하(에릭)는 한여름(정유미)에게 새로운 사랑을 고백하고, 그녀는 나중에 친구들에게 남하진(성준)을 남자친구로 소개한다.",서울특별시 마포구 와우산로18길 10 1층
4789,연애의 발견,와우산로22길,10회에서 화나고 답답한 강태하(에릭)는 절친 윤정목(이승준)과 함께 홍대야구 배틀케이지로 찾아온다. 마침내 정목이 태하에게 그만두라고 설득하자 두 사람은 바로 앞 거리에서 진솔한 대화를 나눈다.,서울특별시 마포구 와우산로22길 34
4790,연애의 발견,카페 자유인들,"10화에서 화난 강태하(에릭)가 친한 친구 윤정목(이승준)과 함께 대전 야구장 홍대에 찾아온다. 정목이 마침내 태하에게 그만하라고 설득했을 때, 둘은 그 곳 바로 앞 거리에서 진심 어린 이야기를 나눴다.",서울특별시 마포구 와우산로22길 34
4791,연애의 발견,애쉬&블룸,1회 회상회에서는 한여름(정유미)과 강태하(에릭)가 한 겨울에 이곳에 찾아온 모습이 그려졌다. 그녀는 그에게 선물로 나무 커플링 한 쌍을 줍니다.,서울특별시 마포구 와우산로29길 48-15
4792,연애의 발견,월드컵공원,1화에서 한여름(정유미)과 남하진(성준)이 소개팅 직후 처음 만나 키스하는 곳은 바로 평화의 공원이다.,서울특별시 마포구 하늘공원로 86
4793,연애의 발견,성산로22길,5회에서 술에 취한 강태하(에릭)는 한여름(정유미)을 위해 이 거리로 이어지는 계단에서 기다린다. ,서울특별시 서대문구 성산로22길 22
4794,연애의 발견,엔터식스 왕십리역점,9화에서 한여름(정유미)과 강태하(신화 에릭)가 만난 후 점심을 먹기 위해 이 쇼핑몰에 온다.,서울특별시 성동구 왕십리광장로 17
4795,연애의 발견,마포대교,8회에서 안아림(윤진이)이 자전거를 타고 이 다리를 걷고 있다.,서울특별시 영등포구 여의도동 84-5
4796,연애의 발견,달씨마켓,1화에서 안아림(윤진이)은 이를 지나쳐 갑니다. 남하진(성준)의 진료소로 가는 길에 쇼핑을 한다.,서울특별시 종로구 북촌로5가길 8-11
4797,연애의 발견,서울 평창동 맨션 566-22,남하진(성준)의 집인데 1회에서 한여름(정유미)이 어머니를 만나러 오는 모습을 볼 수 있다.,서울특별시 종로구 평창동 566-22
4798,연애의 발견,덕수궁 돌담길,"연애의 발견에서 정유미, 문정혁이 걸은 길",서울특별시 중구 세종대로 99
4799,연애의 발견,카페아라,"연애의 발견에서 이승준,정수영이 간 식당",인천광역시 서구 정서진  651로 41 24층
4800,연애의 흔적,경복궁,이주영(이유영)이 점심을 먹고 이 벽을 따라 걷는다. 그리고 횡단보도에 섰을 때 전화를 받고 길 건너편에 서 있는 전 남자친구이자 지금은 동료인 정지섭(이상엽)을 본다.,서울특별시 종로구 사직로 161
4801,연애의 흔적,효자로,"이주영(이유영)과 정지섭(이상엽)은 이 횡단보도 반대편 끝에서 전화로 서로 말을 하고, 결국 중앙에서 만난다.",서울특별시 종로구 효자로 37
4802,연애의 흔적,르풀,드라마에서 정지섭(이상엽)은 이 카페 근처에 서서 주영(이유영)의 전화를 받지만 휴대폰 배터리가 나갑니다.,서울특별시 중구 정동길 33
4803,연애조작단: 시라노,N서울타워,10화에서 시라노 팀이 이곳에서 임무를 수행하는 것을 본다.,서울특별시 용산구 남산공원길 105
4804,연애조작단: 시라노,트라이보울,16화의 아름다운 피날레도 이곳에서 펼쳐진다. 차승표(이춘희)는 시라노 방식으로 공민영(수영)에게 사랑을 고백하기 위해 서병훈(이종혁)의 말을 하나하나 반복한다.,인천광역시 연수구 인천타워대로 250
4805,연애혁명,게스트하우스 파자마파티,1회에서 공유영(박지훈)이 이 게스트하우스로 이사한다.,서울특별시 마포구 성미산로 157-6
4806,연애혁명,경의선숲길공원,공유영(박지훈)의 등교길로 나온다.,서울특별시 마포구 연남동 연남로 80
4807,연애혁명,가든포에트,9회에서 이경영(더보이즈 영훈)이 이 카페에서 아르바이트를 하고 있다.,서울특별시 마포구 와우산로14길 12
4808,열두밤,정동진역,12회에서 한유경(한승연)은 이곳에서 차현오(신현수)에게 마지막 인사를 건넸다.,강원도 강릉시 강동면 정동역길 17
4809,열두밤,경기영어마을 파주캠퍼스,1회 회상장면에서 한유경(한승연)은 이 건물 앞 벤치에 앉아 찍은 사진을 들여다본다.,경기도 파주시 탄현면 얼음실로 40
4810,열두밤,아다마스253,11회에서 문혜란(서은우)는 이곳에서 의사인 친구 김재욱(성창훈)을 만나 건강에 대해 정보를 얻게 됩니다.,경기도 파주시 탄현면 헤이리마을길 47
4811,열두밤,화이트블럭,차현오(신현수)는 10회에서 이곳에서 혼자서 한숨 돌린다.,경기도 파주시 탄현면 헤이리마을길 72
4812,열두밤,동작대교전망카페,2회에서 한유경(한승연)이 12일 오전 동작대교에서 일출을 찍기 위해 이 버스 정류장에서 내린다. 2010년 서울에서 4일간의 짧은 체류 셋째 날의 장면이다.,서울특별시 동작구 동작동 316-3
4813,열두밤,켄싱턴호텔 여의도,문혜란(서은우)과 이 식당에서 만난다.,서울특별시 영등포구 국회대로76길 16
4814,열두밤,서강대교,1회에서 이백만(장현성 분)은 한유경(한승연)과 함께 인천공항에서 북촌한옥마을까지 태워주는 조수석에 앉아 이 다리를 건너 게스트하우스로 향한다.,서울특별시 영등포구 여의도동 서강대교
4815,열두밤,원효대교,3회에 고민하는 이백만(장현성)이 찾아오고 윤찬(황재원) 아빠로부터 전화를 받는다.,서울특별시 영등포구 여의도동 원효대교
4816,열두밤,동작대교,한유경(한승연)은 3일 아침 일찍 이곳에서 일출을 촬영하기 위해 2회에서 이 다리로 온다.,서울특별시 용산구 이촌동 동작대교
4817,열두밤,쌍대포소금구이 본점,"1화에서 한유경(한승연, 전 카라)이 친구 강채와 함께 술을 마시러 왔다.",서울특별시 용산구 청파로 291
4818,열두밤,가회한옥체험관,이곳은 이백만(장현성)이 운영하는 게스트하우스 '재회'로 등장한다. 거의 다 여기에서 하룻밤 묵는다.,서울특별시 종로구 계동길 85-13
4819,열두밤,아야모자공방,"1회에서 한유경(한승연)은 4일 간의 짧은 체류 첫날,  이 '포토 스튜디오' 앞에 멈춘다. 2010년 서울에서 그녀는 안으로 들어가기로 결심하고 가게 주인 이리(예수정)는 그녀에게 유경에게서 예리한 사진 작가의 눈을 본다고 말합니다. 결국 유경이 여기로 달려오는데 놀랍게도 차현오(신현수)가 문을 열어준다.",서울특별시 종로구 계동길 93
4820,열두밤,낙산공원,차현오(신현수)와 한유경(한승연)이 2010년 짧은 4일간의 서울 체류 첫날에서 이 공원에서 만나고 두번째로 이곳에서 만난다. 벤치에서 잠든 그녀는 그의 어깨에 머리를 기대고 잠에서 깨어나고 그는 그녀를 위해 춤을 추며 그가 댄서가 되고 싶어하는 이야기를 그녀에게 들려준다.,서울특별시 종로구 낙산길 41
4821,열두밤,마로니에 공원,차현오(신현수)는 2010년 짧은 4일간의 서울 체류 사흘째인 장면에서 '제17회 서울현대무용단 공연' 리허설을 하는 친구 박선주(한지은)를 찾아 아르코예술극장 밖에서 담소를 나누고 공유한다.,서울특별시 종로구 대학로 104
4822,열두밤,보눔 1957 한옥 앤 부티크,윤찬(김도완)은 '절친'과 7회에서 천다영(한다솔)은 이 호텔 앞에 위치한 (가짜) 버스 정류장으로 그녀를 공항까지 데려다준다.,서울특별시 종로구 북촌로 53
4823,열두밤,북촌로11길,1회에서 차현오(신현수)와 한유경(한승연)이 단독으로 이 거리를 걷는다.,서울특별시 종로구 북촌로11길 52
4824,열두밤,북촌로5가길,"3,4회에서 게스트하우스로 돌아가는 길에 한유경(한승연), 차현오(신현수)가 2010년 서울에서 4일간의 짧은 체류의 마지막 날 비를 피하며 이 골목길 12-7번 집 앞에서 입맞춤을 나눈다. 바로 그날 밤 서울을 떠난다고 한다.",서울특별시 종로구 북촌로5가길 12-7
4825,열두밤,북촌마을안내소,차현오(신현수)는 2010년 서울에서의 4박 4일의 짧은 체류 첫날 1회에 이곳을 찾는다.,서울특별시 종로구 북촌로5길 48
4826,열두밤,북촌로5나길,"이 거리의 북쪽 끝에 있는 작은 광장은 통로이다. 한유경(한승연, 카라 출신)은 1회에서 북촌을 탐방할 때 이곳을 지나고, 2회에서는 민박을 찾을 때도 이곳을 지나간다.",서울특별시 종로구 북촌로5나길 3-15
4827,열두밤,카페진선,3화에서 공기를 맑게하고 그들의 삼각 사랑 (그녀가 생각하는)을 끝내기 위해 방문한다.,서울특별시 종로구 삼청로 59
4828,열두밤,광화문 광장,차현오(신현수)는 2010년 서울에서 4일간의 짧은 체류 중 셋째 날 아침 일찍 일출을 보러 가는 장소이다,서울특별시 종로구 세종대로 175
4829,열두밤,왕자만화방,이 가게는 'D&N'으로 등장하며 대부분의 캐릭터들이 이곳을 지나간다. 예를 들어 1회에서 이백만(장현성)이 술을 마시러 왔다.,서울특별시 종로구 윤보선길 31
4830,열두밤,서울 삼청동 아파트,"채널A 열두밤 1회에서 한유경(한승연, 카라)의 친구 강채원(이예은)이 이 아파트에 살고 유경이 그녀와 함께 산다.",서울특별시 종로구 윤보선길 31-13
4831,열두밤,안국동 윤보선가,"3회에서 한유경(한승연, 전 카라)과 차현오(신현수)가 이 집을 지나간다. 2010년 서울에서 현오의 자전거로 댄스 안무를 즉흥적으로 하기 위해 이곳에 들른다.",서울특별시 종로구 윤보선길 62
4832,열두밤,안국역,1회에서 이백만(장현성)이 한유경(구 카라 출신 한승연)을 이 역 2번 출구에서 내려주는 모습이 그려졌다.,서울특별시 종로구 율곡로 62
4833,열두밤,올리바가든,4회에서 차현오(신현수)는 박선주(한지은)에게 이 식당에서 한유경(한승연)에 대해 이야기한다.,서울특별시 종로구 자하문로 16
4834,열두밤,중앙고등학교,"2회에서 이 학교는 '아람중학교'로 등장하는데, 한유경(한승연, 카라 출신)과 친구 강채원(이예은)이 다니던 학교로, 유경이의 짧은 4일 중 서울 3일차에 방문하기로 했다.",서울특별시 종로구 창덕궁길 164
4835,열두밤,럭키크리닝상사,10회에서 '운좋은 드라이클리닝'으로 등장한다. 윤찬(김도완)은 '절친' 천다영(한다솔)과 함께 어머니에게 생일 선물로 받은 니트 스웨터를 이곳에서 드라이클리닝한다.,서울특별시 종로구 창덕궁길 85
4836,열두밤,효자로,"열두밤(열두밤) 1화에서 차현오(신현수)와 한유경(한승연, 카라 출신)의 세 번째 운명적인 만남이 펼쳐진다.",서울특별시 종로구 효자로 37
4837,열두밤,남산공원,4회에서는 절친 강석(김영준)과 이 곳을 거닐며 서울에 머물기로 한 차현오(신현수)와 강석이 찾아온다. 강석은 여자들과도 1년이 지나면 서울에서 다시 만나기로 약속했기 때문에 현오의 상황을 잘 알고 있다고 말한다.,서울특별시 중구 삼일대로 231
4838,열두밤,명동역,4회에서 차현오(신현수)는 명동에서 식사와 오후 시간을 보낸 후 이 역 6번 출구에서 친구 박선주(한지은)에게 작별 인사를 한다.,서울특별시 중구 퇴계로 126
4839,열두밤,인천국제공항,"1화에서 차현오(신현수)와 한유경(한승연, 전 카라)이 각자 이곳에 도착한다.",인천광역시 중구 공항로 272
4840,열여덟의 순간,휘닉스 평창 스노우 파크,10회 '천봉고'의 11학년 여행이 벌어지는 곳이자 마음이 잠시 머무는 곳이기도 하다.,강원도 평창군 봉평면 태기로 174
4841,열여덟의 순간,분당메모리얼파크, 11화에서 (옹성우)는 유수빈(김향기)을 이 기념공원에 안장된 정후의 무덤으로 데려간다.,경기도 서남시 분당구새나리로 79
4842,열여덟의 순간,도곡역,"이별 후 아침, 최준우(옹성우)와 유수빈(김향기)은 등교길에 같은 신호등에서 만난다.",서울특별시 강남구 남부순환로 2814
4843,열여덟의 순간,양재천,1회에서 최준우(옹성우)는 이 곳에서 자전거를 탄다.이 다리와 2번 다리 사이의 강을 따라 학교로 이동합니다.,서울특별시 강남구 대치동 양재천
4844,열여덟의 순간,영동대로,3화 마지막 장면에서 최준우(옹성우)는 이 거리의 오솔길을 건너 유수빈(김향기)을 만난다. 앞으로 비에 젖지 말라고 하고 천둥소리가 들리고 그녀를 보호하기 위해 달려갑니다.,서울특별시 강남구 삼성동
4845,열여덟의 순간,중앙대학교사범대학부속고등학교,"13, 16회에서 이 학교로 이어지는 긴 오솔길은 고등학교 입구로 등장한다.",서울특별시 강남구 선릉로 207
4846,열여덟의 순간,노량진로26길 아파트,드라마에서 최준우(옹성우)가 사는 집으로 나온다,서울특별시 동작구 노량진로28길 48-26
4847,열여덟의 순간,곤밥,13회에서 결(강기영)이 제자 최준우(옹성우)를 데리고 이 식당에서 점심을 먹으러 간다.,서울특별시 마포구 토정로 105
